Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,ID,Volume
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Cadillac Escalade ESV AWD,Cadillac,2011 Cadillac Escalade ESV,2011,403,417,1546,402752
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade ESV Luxury,Cadillac,2011 Cadillac Escalade ESV,2011,403,417,1547,402752
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,9,E85,13,Automatic transmission,2011 Cadillac Escalade ESV Luxury AWD,Cadillac,2011 Cadillac Escalade ESV,2011,403,417,1548,402752
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade ESV Premium,Cadillac,2011 Cadillac Escalade ESV,2011,403,417,1549,402752
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Cadillac Escalade ESV Premium AWD,Cadillac,2011 Cadillac Escalade ESV,2011,403,417,1550,402752
64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade ESV Platinum,Cadillac,2011 Cadillac Escalade ESV,2011,403,417,1551,402752
64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Cadillac Escalade ESV Platinum AWD,Cadillac,2011 Cadillac Escalade ESV,2011,403,417,1552,402752
254,118,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,31,Manual transmission,2010 Nissan Versa Sedan 1.8 S,Nissan,2010 Nissan Versa Sedan,2010,122,127,1553,4735576
254,118,158,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,4,4 Speed Automatic,26,Gasoline,33,Automatic transmission,2010 Nissan Versa Sedan 1.6 AT,Nissan,2010 Nissan Versa Sedan,2010,107,111,1554,4735576
254,118,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission,2010 Nissan Versa Sedan 1.8 S AT,Nissan,2010 Nissan Versa Sedan,2010,122,127,1555,4735576
254,118,158,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2010 Nissan Versa Sedan 1.6,Nissan,2010 Nissan Versa Sedan,2010,107,111,1556,4735576
254,118,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission,2010 Nissan Versa Sedan 1.8 SL,Nissan,2010 Nissan Versa Sedan,2010,122,127,1557,4735576
254,118,158,Front-wheel drive,Nissan 1.6L 4 Cylinder 107 hp 111 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2010 Nissan Versa 1.6 Sedan,Nissan,2010 Nissan Versa Sedan,2010,107,111,1558,4735576
137,184,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2011 BMW 328i Sports Wagon,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,200,1559,604992
137,184,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 BMW 328i Sports Wagon AT,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,200,1560,604992
137,184,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2011 BMW 328i xDrive Sports Wagon,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,200,1561,604992
137,184,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2011 BMW 328i xDrive Sports Wagon AT,BMW Motorrad,2011 BMW 3 Series Sports Wagon,2011,230,200,1562,604992
125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade ESV,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1563,786625
125,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade ESV AWD,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1564,786625
125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade ESV Luxury,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1565,786625
125,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade ESV Luxury AWD,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1566,786625
125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,16,Automatic transmission,2010 Cadillac Escalade ESV Premium,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1567,786625
125,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2010 Cadillac Escalade ESV Premium AWD,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1568,786625
125,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Cadillac Escalade ESV Platinum,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1569,786625
125,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Cadillac Escalade ESV Platinum AWD,Cadillac,2010 Cadillac Escalade ESV,2010,403,417,1570,786625
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 Cadillac Escalade Hybrid,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,367,1571,664470
135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 Cadillac Escalade Hybrid 4WD,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,367,1572,664470
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 Cadillac Escalade Hybrid Platinum,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,367,1573,664470
135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 Cadillac Escalade Hybrid Platinum 4WD,Cadillac,2011 Cadillac Escalade Hybrid,2011,332,367,1574,664470
203,28,57,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,31,Automatic transmission,2011 Dodge Avenger Mainstreet,Dodge,2011 Dodge Avenger,2011,173,166,1575,323988
203,28,57,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2011 Dodge Avenger Express,Dodge,2011 Dodge Avenger,2011,173,166,1576,323988
203,28,57,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,2011 Dodge Avenger Heat,Dodge,2011 Dodge Avenger,2011,283,260,1577,323988
203,28,57,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,31,Automatic transmission,2011 Dodge Avenger Lux,Dodge,2011 Dodge Avenger,2011,173,166,1578,323988
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V LX,Honda,2011 Honda CR-V,2011,180,161,1579,745784
142,202,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Honda CR-V LX 4WD,Honda,2011 Honda CR-V,2011,180,161,1580,745784
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V SE,Honda,2011 Honda CR-V,2011,180,161,1581,745784
142,202,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Honda CR-V SE 4WD,Honda,2011 Honda CR-V,2011,180,161,1582,745784
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V EX,Honda,2011 Honda CR-V,2011,180,161,1583,745784
142,202,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Honda CR-V EX 4WD,Honda,2011 Honda CR-V,2011,180,161,1584,745784
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V EX-L,Honda,2011 Honda CR-V,2011,180,161,1585,745784
142,202,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Honda CR-V EX-L 4WD,Honda,2011 Honda CR-V,2011,180,161,1586,745784
216,241,32,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Dodge Avenger SXT,Dodge,2010 Dodge Avenger,2010,173,166,1587,1665792
216,241,32,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Dodge Avenger Express,Dodge,2010 Dodge Avenger,2010,173,166,1588,1665792
216,241,32,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Dodge Avenger R/T,Dodge,2010 Dodge Avenger,2010,173,166,1589,1665792
142,166,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Honda CR-V LX,Honda,2010 Honda CR-V,2010,180,161,1590,612872
142,166,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Honda CR-V LX 4WD,Honda,2010 Honda CR-V,2010,180,161,1591,612872
142,166,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Honda CR-V EX,Honda,2010 Honda CR-V,2010,180,161,1592,612872
142,166,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Honda CR-V EX 4WD,Honda,2010 Honda CR-V,2010,180,161,1593,612872
142,166,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Honda CR-V EX-L,Honda,2010 Honda CR-V,2010,180,161,1594,612872
26,166,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Honda CR-V EX-L 4WD,Honda,2010 Honda CR-V,2010,180,161,1595,112216
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,22,Automatic transmission,2010 Cadillac Escalade Hybrid,Cadillac,2010 Cadillac Escalade Hybrid,2010,332,367,1596,664470
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,22,Automatic transmission,2010 Cadillac Escalade Hybrid Platinum,Cadillac,2010 Cadillac Escalade Hybrid,2010,332,367,1597,664470
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,2010 Cadillac DTS,Cadillac,2010 Cadillac DTS,2010,275,295,1598,2995893
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,2010 Cadillac DTS Luxury,Cadillac,2010 Cadillac DTS,2010,275,295,1599,2995893
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,2010 Cadillac DTS Premium,Cadillac,2010 Cadillac DTS,2010,275,295,1600,2995893
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 292 hp 288 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,22,Automatic transmission,2010 Cadillac DTS Platinum,Cadillac,2010 Cadillac DTS,2010,292,288,1601,2995893
252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2011 Honda Element LX,Honda,2011 Honda Element,2011,166,161,1602,1434888
252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Honda Element LX 4WD,Honda,2011 Honda Element,2011,166,161,1603,1434888
252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2011 Honda Element EX,Honda,2011 Honda Element,2011,166,161,1604,1434888
252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Honda Element EX 4WD,Honda,2011 Honda Element,2011,166,161,1605,1434888
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX,Cadillac,2010 Cadillac SRX,2010,265,223,1606,3504600
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Luxury,Cadillac,2010 Cadillac SRX,2010,265,223,1607,3504600
132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Cadillac SRX Luxury AWD,Cadillac,2010 Cadillac SRX,2010,265,223,1608,3504600
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Performance,Cadillac,2010 Cadillac SRX,2010,265,223,1609,3504600
132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Cadillac SRX Performance AWD,Cadillac,2010 Cadillac SRX,2010,265,223,1610,3504600
132,225,118,All-wheel drive,Cadillac 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Cadillac SRX Performance 2.8L Turbo AWD,Cadillac,2010 Cadillac SRX,2010,300,295,1611,3504600
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Premium,Cadillac,2010 Cadillac SRX,2010,265,223,1612,3504600
132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Cadillac SRX Premium AWD,Cadillac,2010 Cadillac SRX,2010,265,223,1613,3504600
132,225,118,All-wheel drive,Cadillac 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Cadillac SRX Premium 2.8L Turbo AWD,Cadillac,2010 Cadillac SRX,2010,300,295,1614,3504600
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade,Cadillac,2011 Cadillac Escalade,2011,403,417,1615,664470
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Cadillac Escalade AWD,Cadillac,2011 Cadillac Escalade,2011,403,417,1616,664470
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Luxury,Cadillac,2011 Cadillac Escalade,2011,403,417,1617,664470
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Cadillac Escalade Luxury AWD,Cadillac,2011 Cadillac Escalade,2011,403,417,1618,664470
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Premium,Cadillac,2011 Cadillac Escalade,2011,403,417,1619,664470
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Cadillac Escalade Premium AWD,Cadillac,2011 Cadillac Escalade,2011,403,417,1620,664470
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Platinum,Cadillac,2011 Cadillac Escalade,2011,403,417,1621,664470
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Cadillac Escalade Platinum AWD,Cadillac,2011 Cadillac Escalade,2011,403,417,1622,664470
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Xterra Pro-4X,Nissan,2011 Nissan Xterra,2011,261,281,1623,1166220
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Nissan Xterra X,Nissan,2011 Nissan Xterra,2011,261,281,1624,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Xterra X 4x4,Nissan,2011 Nissan Xterra,2011,261,281,1625,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Xterra Pro-4X AT,Nissan,2011 Nissan Xterra,2011,261,281,1626,1166220
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Nissan Xterra S,Nissan,2011 Nissan Xterra,2011,261,281,1627,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Xterra S 4x4,Nissan,2011 Nissan Xterra,2011,261,281,1628,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Xterra S 4x4 AT,Nissan,2011 Nissan Xterra,2011,261,281,1629,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Xterra S 4x4,Nissan,2010 Nissan Xterra,2010,261,281,1630,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Xterra SE 4x4,Nissan,2010 Nissan Xterra,2010,261,281,1631,1166220
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Nissan Xterra SE,Nissan,2010 Nissan Xterra,2010,261,281,1632,1166220
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Xterra X,Nissan,2010 Nissan Xterra,2010,261,281,1633,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Xterra X 4x4,Nissan,2010 Nissan Xterra,2010,261,281,1634,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Xterra X 4x4 AT,Nissan,2010 Nissan Xterra,2010,261,281,1635,1166220
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Nissan Xterra X AT,Nissan,2010 Nissan Xterra,2010,261,281,1636,1166220
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Xterra Off-Road,Nissan,2010 Nissan Xterra,2010,261,281,1637,1166220
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Nissan Xterra S,Nissan,2010 Nissan Xterra,2010,261,281,1638,1166220
139,242,3,Front-wheel drive,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Nissan Altima Coupe 2.5 S MT,Nissan,2012 Nissan Altima Coupe,2012,175,180,1639,100914
139,242,3,Front-wheel drive,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,27,Manual transmission,2012 Nissan Altima Coupe 3.5 SR MT,Nissan,2012 Nissan Altima Coupe,2012,270,258,1640,100914
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,2010 BMW 535i xDrive Sedan,BMW,2010 BMW 5 Series Sedan,2010,300,300,1641,2646000
188,245,54,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2010 BMW 528i Sedan AT,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,200,1642,2487240
188,245,54,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2010 BMW 550i Sedan AT,BMW,2010 BMW 5 Series Sedan,2010,360,360,1643,2487240
188,245,54,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2010 BMW 528i Sedan,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,200,1644,2487240
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 BMW 535i xDrive Sedan AT,BMW,2010 BMW 5 Series Sedan,2010,300,300,1645,2646000
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 BMW 528i xDrive Sedan AT,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,200,1646,2646000
188,245,54,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,22,Manual transmission,2010 BMW 550i Sedan,BMW,2010 BMW 5 Series Sedan,2010,360,360,1647,2487240
